GeneSymbol	GeneID	ChemicalName	ChemicalID	CasRN	Interaction	InteractionActions	PubMedIDs
ABHD12	26090	nickel sulfate	C029938	7786-81-4	nickel sulfate results in decreased expression of ABHD12 mRNA	decreases^expression	22714537
ABHD12	26090	Orlistat	D000077403	96829-58-2	Orlistat results in decreased activity of ABHD12 protein	decreases^activity	18657971
ABHD12	26090	Phenylmercuric Acetate	D010662	62-38-4	[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of ABHD12 mRNA	affects^cotreatment|increases^expression	27188386
ABHD12	26090	Phenylmercuric Acetate	D010662	62-38-4	Phenylmercuric Acetate results in increased expression of ABHD12 mRNA	increases^expression	26272509
ABHD12	26090	Progesterone	D011374	57-83-0	[Estradiol co-treated with Progesterone] results in increased expression of ABHD12 mRNA	affects^cotreatment|increases^expression	20660070
ABHD12	26090	sodium arsenite	C017947	13768-07-5	sodium arsenite results in decreased expression of ABHD12 mRNA	decreases^expression	22714537
ABHD12	26090	Valproic Acid	D014635	99-66-1	[NOG protein co-treated with Valproic Acid co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of ABHD12 mRNA	affects^cotreatment|increases^expression	27188386
ABHD12	26090	Valproic Acid	D014635	99-66-1	Valproic Acid affects the expression of ABHD12 mRNA	affects^expression	25979313
ABHD12	26090	Valproic Acid	D014635	99-66-1	Valproic Acid results in increased expression of ABHD12 mRNA	increases^expression	23179753|24383497|25192806|26272509|27188386
ABHD12	26090	Valproic Acid	D014635	99-66-1	Valproic Acid results in increased methylation of ABHD12 gene	increases^methylation	29154799
ABHD12	26090	Vorinostat	D000077337		Vorinostat results in increased expression of ABHD12 mRNA	increases^expression	27188386
ABHD5	51099	1-Methyl-3-isobutylxanthine	D015056	28822-58-4	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bis(4-hydroxyphenyl)sulfone] results in increased expression of ABHD5 mRNA	affects^cotreatment|increases^expression	28628672
ABHD5	51099	1-Methyl-3-isobutylxanthine	D015056	28822-58-4	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of ABHD5 mRNA	affects^cotreatment|increases^expression	28628672
ABHD5	51099	2-methyl-4-isothiazolin-3-one	C011506	2682-20-4	2-methyl-4-isothiazolin-3-one results in increased expression of ABHD5 mRNA	increases^expression	31629900
ABHD5	51099	4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide	C459179		[NOG protein co-treated with Valproic Acid co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of ABHD5 mRNA	affects^cotreatment|increases^expression	27188386
ABHD5	51099	(4-amino-1,4-dihydro-3-(2-pyridyl)-5-thioxo-1,2,4-triazole)copper(II)	C517041		(4-amino-1,4-dihydro-3-(2-pyridyl)-5-thioxo-1,2,4-triazole)copper(II) results in increased expression of ABHD5 mRNA	increases^expression	19561079
ABHD5	51099	4-aminophenylarsenoxide	C032642	1122-90-3	4-aminophenylarsenoxide binds to ABHD5 protein	affects^binding	26598702
ABHD5	51099	4-aminophenylarsenoxide	C032642	1122-90-3	Arsenic Trioxide inhibits the reaction [4-aminophenylarsenoxide binds to ABHD5 protein]	affects^binding|decreases^reaction	26598702
ABHD5	51099	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	D015123	55097-80-8	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide results in decreased expression of ABHD5 mRNA	decreases^expression	20018196
ABHD5	51099	abrine	C496492		abrine results in increased expression of ABHD5 mRNA	increases^expression	31054353
ABHD5	51099	Acetaminophen	D000082	103-90-2	Acetaminophen results in increased expression of ABHD5 mRNA	increases^expression	21420995
ABHD5	51099	Aflatoxin B1	D016604	1162-65-8	Aflatoxin B1 results in decreased methylation of ABHD5 gene	decreases^methylation	27153756
ABHD5	51099	Aflatoxin B1	D016604	1162-65-8	Aflatoxin B1 results in increased expression of ABHD5 mRNA	increases^expression	22100608
ABHD5	51099	Arsenic Trioxide	D000077237	1327-53-3	Arsenic Trioxide inhibits the reaction [4-aminophenylarsenoxide binds to ABHD5 protein]	affects^binding|decreases^reaction	26598702
ABHD5	51099	Benzo(a)pyrene	D001564	50-32-8	Benzo(a)pyrene results in increased expression of ABHD5 mRNA	increases^expression	21632981|22316170|26238291
ABHD5	51099	bis(4-hydroxyphenyl)sulfone	C543008	80-09-1	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bis(4-hydroxyphenyl)sulfone] results in increased expression of ABHD5 mRNA	affects^cotreatment|increases^expression	28628672
ABHD5	51099	bisphenol A	C006780	80-05-7	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of ABHD5 mRNA	affects^cotreatment|increases^expression	28628672
ABHD5	51099	Cisplatin	D002945	15663-27-1	Cisplatin affects the expression of ABHD5 mRNA	affects^expression	23300844
ABHD5	51099	Cisplatin	D002945	15663-27-1	[Cisplatin co-treated with jinfukang] results in decreased expression of ABHD5 mRNA	affects^cotreatment|decreases^expression	27392435
ABHD5	51099	Copper Sulfate	D019327	7758-98-7	Copper Sulfate results in increased expression of ABHD5 mRNA	increases^expression	19549813
ABHD5	51099	Cyclosporine	D016572	59865-13-3	Cyclosporine results in increased expression of ABHD5 mRNA	increases^expression	20106945|25562108|27989131
ABHD5	51099	Decitabine	D000077209	2353-33-5	Decitabine affects the expression of ABHD5 mRNA	affects^expression	23300844
ABHD5	51099	Dexamethasone	D003907	50-02-2	Dexamethasone results in increased expression of ABHD5 mRNA	increases^expression	25047013
ABHD5	51099	Dexamethasone	D003907	50-02-2	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bis(4-hydroxyphenyl)sulfone] results in increased expression of ABHD5 mRNA	affects^cotreatment|increases^expression	28628672
ABHD5	51099	Dexamethasone	D003907	50-02-2	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of ABHD5 mRNA	affects^cotreatment|increases^expression	28628672
ABHD5	51099	dicrotophos	C000944	3735-78-2	dicrotophos results in decreased expression of ABHD5 mRNA	decreases^expression	28302478
ABHD5	51099	dorsomorphin	C516138		[NOG protein co-treated with Valproic Acid co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of ABHD5 mRNA	affects^cotreatment|increases^expression	27188386
ABHD5	51099	Doxorubicin	D004317	23214-92-8	Doxorubicin results in decreased expression of ABHD5 mRNA	decreases^expression	29803840
ABHD5	51099	Ethyl Methanesulfonate	D005020	62-50-0	Ethyl Methanesulfonate results in increased expression of ABHD5 mRNA	increases^expression	23649840
ABHD5	51099	Formaldehyde	D005557	50-00-0	Formaldehyde results in increased expression of ABHD5 mRNA	increases^expression	23649840
ABHD5	51099	Indomethacin	D007213	53-86-1	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bis(4-hydroxyphenyl)sulfone] results in increased expression of ABHD5 mRNA	affects^cotreatment|increases^expression	28628672
ABHD5	51099	Indomethacin	D007213	53-86-1	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of ABHD5 mRNA	affects^cotreatment|increases^expression	28628672
ABHD5	51099	Isotretinoin	D015474	4759-48-2	Isotretinoin results in decreased expression of ABHD5 mRNA	decreases^expression	20436886
ABHD5	51099	jinfukang	C544151		[Cisplatin co-treated with jinfukang] results in decreased expression of ABHD5 mRNA	affects^cotreatment|decreases^expression	27392435
ABHD5	51099	jinfukang	C544151		jinfukang results in decreased expression of ABHD5 mRNA	decreases^expression	27392435
ABHD5	51099	Lactic Acid	D019344	50-21-5	Lactic Acid results in decreased expression of ABHD5 mRNA	decreases^expression	30851411
ABHD5	51099	Levonorgestrel	D016912	797-63-7	[testosterone undecanoate co-treated with Levonorgestrel] results in decreased expression of ABHD5 mRNA	affects^cotreatment|decreases^expression	19074003
ABHD5	51099	methylmercuric chloride	C004925	115-09-3	methylmercuric chloride results in increased expression of ABHD5 mRNA	increases^expression	28001369
ABHD5	51099	Methyl Methanesulfonate	D008741	66-27-3	Methyl Methanesulfonate results in increased expression of ABHD5 mRNA	increases^expression	23649840
ABHD5	51099	Nickel	D009532	7440-02-0	Nickel results in decreased expression of ABHD5 mRNA	decreases^expression	24768652
ABHD5	51099	Phenobarbital	D010634	50-06-6	Phenobarbital affects the expression of ABHD5 mRNA	affects^expression	19159669
ABHD5	51099	pirinixic acid	C006253	50892-23-4	[pirinixic acid binds to and results in increased activity of PPARA protein] which results in decreased expression of ABHD5 mRNA	affects^binding|decreases^expression|increases^activity	19710929
ABHD5	51099	Plant Oils	D010938		Plant Oils results in increased expression of ABHD5 mRNA	increases^expression	23370395
ABHD5	51099	Progesterone	D011374	57-83-0	Progesterone results in increased expression of ABHD5 mRNA	increases^expression	20864642
ABHD5	51099	Quercetin	D011794	117-39-5	Quercetin affects the expression of ABHD5 mRNA	affects^expression	21632981
ABHD5	51099	Raloxifene Hydrochloride	D020849		Raloxifene Hydrochloride affects the expression of ABHD5 mRNA	affects^expression	14699072
ABHD5	51099	sodium arsenite	C017947	13768-07-5	sodium arsenite affects the methylation of ABHD5 gene	affects^methylation	28589171
ABHD5	51099	testosterone undecanoate	C010792		[testosterone undecanoate co-treated with Levonorgestrel] results in decreased expression of ABHD5 mRNA	affects^cotreatment|decreases^expression	19074003
ABHD5	51099	Tetrachlorodibenzodioxin	D013749	1746-01-6	Tetrachlorodibenzodioxin results in increased expression of ABHD5 mRNA	increases^expression	19684285
ABHD5	51099	Tobacco Smoke Pollution	D014028		Tobacco Smoke Pollution results in increased expression of ABHD5 mRNA	increases^expression	28065790
ABHD5	51099	tris(1,3-dichloro-2-propyl)phosphate	C016805	13674-87-8	tris(1,3-dichloro-2-propyl)phosphate results in increased expression of ABHD5 mRNA	increases^expression	26179874
ABHD5	51099	Urethane	D014520	51-79-6	Urethane results in increased expression of ABHD5 mRNA	increases^expression	28818685
ABHD5	51099	Valproic Acid	D014635	99-66-1	[NOG protein co-treated with Valproic Acid co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of ABHD5 mRNA	affects^cotreatment|increases^expression	27188386
ABHD5	51099	Valproic Acid	D014635	99-66-1	Valproic Acid affects the expression of ABHD5 mRNA	affects^expression	25979313
ABHD5	51099	Valproic Acid	D014635	99-66-1	Valproic Acid results in decreased expression of ABHD5 mRNA	decreases^expression	25716160
ABHD5	51099	Valproic Acid	D014635	99-66-1	Valproic Acid results in decreased expression of ABHD5 protein	decreases^expression	29501571
ABHD5	51099	Valproic Acid	D014635	99-66-1	Valproic Acid results in increased expression of ABHD5 mRNA	increases^expression	23179753|26272509
ABHD5	51099	Vitamin K 3	D024483	58-27-5	Vitamin K 3 affects the expression of ABHD5 mRNA	affects^expression	20044591
ABHD5	51099	Zinc Sulfate	D019287	7733-02-0	Zinc Sulfate results in decreased expression of ABHD5 mRNA	decreases^expression	16330358
ABHD6	57406	4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide	C459179		[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of ABHD6 mRNA	affects^cotreatment|decreases^expression	27188386
ABHD6	57406	4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide	C459179		[NOG protein co-treated with trichostatin A co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of ABHD6 mRNA	affects^cotreatment|decreases^expression	27188386
ABHD6	57406	4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide	C459179		[NOG protein co-treated with Valproic Acid co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of ABHD6 mRNA	affects^cotreatment|decreases^expression	27188386
ABHD6	57406	abrine	C496492		abrine results in decreased expression of ABHD6 mRNA	decreases^expression	31054353
ABHD6	57406	Aflatoxin B1	D016604	1162-65-8	Aflatoxin B1 results in increased methylation of ABHD6 gene	increases^methylation	27153756
ABHD6	57406	Antirheumatic Agents	D018501		Antirheumatic Agents results in decreased expression of ABHD6 mRNA	decreases^expression	24449571
ABHD6	57406	Benzo(a)pyrene	D001564	50-32-8	Benzo(a)pyrene results in decreased expression of ABHD6 mRNA	decreases^expression	32234424
ABHD6	57406	Benzo(a)pyrene	D001564	50-32-8	Benzo(a)pyrene results in increased methylation of ABHD6 promoter	increases^methylation	27901495
ABHD6	57406	bisphenol A	C006780	80-05-7	bisphenol A results in increased expression of ABHD6 mRNA	increases^expression	29275510
ABHD6	57406	Cisplatin	D002945	15663-27-1	[Cisplatin co-treated with jinfukang] results in increased expression of ABHD6 mRNA	affects^cotreatment|increases^expression	27392435
ABHD6	57406	Cisplatin	D002945	15663-27-1	Cisplatin results in increased expression of ABHD6 mRNA	increases^expression	27392435
ABHD6	57406	Copper Sulfate	D019327	7758-98-7	Copper Sulfate results in decreased expression of ABHD6 mRNA	decreases^expression	19549813
ABHD6	57406	Cyclosporine	D016572	59865-13-3	Cyclosporine results in decreased expression of ABHD6 mRNA	decreases^expression	20106945|25562108
ABHD6	57406	Diazinon	D003976	333-41-5	Diazinon results in increased methylation of ABHD6 gene	increases^methylation	22964155
ABHD6	57406	dorsomorphin	C516138		[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of ABHD6 mRNA	affects^cotreatment|decreases^expression	27188386
ABHD6	57406	dorsomorphin	C516138		[NOG protein co-treated with trichostatin A co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of ABHD6 mRNA	affects^cotreatment|decreases^expression	27188386
ABHD6	57406	dorsomorphin	C516138		[NOG protein co-treated with Valproic Acid co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of ABHD6 mRNA	affects^cotreatment|decreases^expression	27188386
ABHD6	57406	Doxorubicin	D004317	23214-92-8	Doxorubicin results in decreased expression of ABHD6 mRNA	decreases^expression	29803840
ABHD6	57406	epigallocatechin gallate	C045651	989-51-5	[potassium chromate(VI) co-treated with epigallocatechin gallate] results in decreased expression of ABHD6 mRNA	affects^cotreatment|decreases^expression	22079256
